,object_id,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target
5902,86931952,312.539062,-38.111038,4.400741,-38.914436,0,0.121,2.565,0.9139,46.6153,0.042,42
5907,86980896,59.641148,-51.062042,260.213596,-47.53589,0,0.1432,0.154,0.0364,39.3287,0.008,42
5909,87038037,42.440758,-50.67416,267.342539,-57.48224,0,0.1691,0.1149,0.0224,38.6387,0.03,62
5911,87082980,123.046875,-25.447729,244.684506,4.668972,0,0.0,0.0,0.0,,0.152,16
5912,87083570,46.904762,-54.916332,270.738985,-52.844345,0,0.4735,0.3806,0.3158,41.5572,0.01,42
5921,87193746,90.260117,-57.970295,266.520912,-29.309839,0,0.0909,0.1106,0.0226,38.5492,0.036,42
5922,87206189,140.097656,1.492246,230.544898,33.384178,0,0.0,0.0,0.0,,0.027,16
5925,87248837,87.011719,-29.313198,234.238235,-25.795622,0,0.0738,0.1032,0.0143,38.3879,0.022,42
5927,87299595,329.0625,-6.729813,50.874247,-43.741025,0,1.0453,1.0415,0.0364,44.2095,0.023,88
5929,87383717,26.428572,-54.916332,287.035665,-60.505123,0,0.0839,0.2798,0.7851,40.7816,0.02,62
5936,87505900,56.777344,-0.298417,187.905993,-40.049984,0,1.4482,1.4565,0.1015,45.1101,0.201,88
5937,87531891,349.644348,-45.191612,342.507721,-64.14886,0,2.0774,2.0019,0.1346,45.9597,0.01,88
5938,87631226,330.241943,-55.490841,338.157492,-48.313203,0,0.0,0.0,0.0,,0.018,16
5940,87697682,126.210938,-36.609226,255.453937,0.644249,0,0.0,0.0,0.0,,0.787,16
5941,87712686,311.132812,-12.788582,33.841079,-30.800101,0,0.0978,1.954,1.0271,45.8954,0.036,62
5942,87724529,78.398438,-21.863451,223.407509,-30.785234,0,0.0,0.0,0.0,,0.031,16
5943,87752075,99.316406,-5.979157,216.660017,-5.865834,0,0.0,0.0,0.0,,0.345,16
5944,87771300,306.914062,-21.221792,23.010036,-30.21335,0,0.3582,0.3068,0.5244,41.0115,0.051,42
5946,87808950,300.410156,-10.806923,30.986608,-20.433038,0,0.0,0.0,0.0,,0.116,16
5948,87833938,10.546875,-19.31304,107.248578,-81.901646,0,0.1524,0.1468,0.0182,39.2148,0.015,62
5950,87856388,135.351562,-32.619843,256.932873,9.02539,0,0.0,0.0,0.0,,0.199,16
5951,87922979,38.320312,-15.558919,192.062592,-63.690631,0,0.2755,0.3049,0.1185,40.9961,0.025,62
5952,87927965,139.260361,-58.730057,278.058702,-6.638121,0,0.9747,1.0538,0.1469,44.2409,0.303,88
5957,88063507,203.914291,-57.58987,308.85136,4.772773,0,0.0,0.0,0.0,,0.541,16
5962,88199476,354.902344,2.089372,89.45694,-56.041993,0,0.2538,0.2829,0.0209,40.8087,0.045,42
5970,88335228,62.050781,-14.78593,208.167099,-42.745988,0,0.1713,0.5541,0.2171,42.5295,0.033,42
5972,88372093,38.671875,-11.567418,185.260487,-61.205246,0,0.0509,0.0915,0.0281,38.1095,0.021,42
5973,88378172,174.023438,-0.447628,266.569347,57.007083,0,0.1797,0.2104,0.0201,40.0797,0.018,42
5974,88381732,279.899994,-43.008633,352.4061,-16.106853,0,0.3643,0.4903,0.376,42.2103,0.056,42
5976,88413067,143.4375,-32.266235,261.432614,14.2465,0,0.0,0.0,0.0,,0.102,16
5977,88443230,202.601807,-48.727589,309.527724,13.644451,0,0.1153,0.1231,0.0767,38.8,0.128,42
5978,88444541,0.878906,-18.209957,69.372288,-75.811744,0,0.8885,0.8682,0.2297,43.7214,0.019,88
5981,88492912,92.8125,-17.426323,224.402485,-16.540611,0,0.2517,0.2331,0.0157,40.3297,0.144,42
5982,88578296,208.300781,-29.656013,318.647046,31.323919,0,0.2208,2.4234,1.1456,46.4657,0.049,42
5987,88695626,142.320572,-51.062042,273.904975,0.046598,0,0.0,0.0,0.0,,1.879,16
5989,88730230,90.878906,-40.228184,246.866637,-25.819494,0,0.1145,0.0848,0.8877,37.9346,0.056,42
5992,88867245,189.492188,-29.484461,299.424917,33.295552,0,0.3011,0.286,0.0122,40.8359,0.073,88
5994,88875467,298.828125,-11.567418,29.555904,-19.348129,0,0.096,0.0855,0.0213,37.9528,0.146,42
5997,88949087,263.671875,0.149208,24.052623,17.07912,0,0.0,0.0,0.0,,0.236,16
5998,88989291,204.082031,-9.291553,321.105263,51.989146,0,0.173,0.5468,0.2566,42.4952,0.052,62
5999,88990907,55.546875,-9.745426,197.880421,-46.215079,0,0.0701,0.0735,0.0253,37.6067,0.078,42
6002,89023208,28.125,-9.745426,165.461074,-67.42544,0,0.3009,0.4627,0.2757,42.0598,0.018,42
6007,89159753,195.644531,-39.450893,305.274383,23.370181,0,0.0,0.0,0.0,,0.099,16
6009,89278328,335.039062,-29.484461,19.803502,-56.763273,0,0.1596,0.1546,0.0248,39.3384,0.014,42
6013,89327929,330.46875,-30.865255,16.78896,-52.953942,0,0.0537,0.0766,0.0191,37.7019,0.021,62
6016,89468015,220.253906,-31.03924,329.002308,26.226778,0,0.259,0.2745,1.1599,40.734,0.07,88
6020,89576049,111.09375,-27.447618,240.99252,-5.570098,0,0.0,0.0,0.0,,0.263,16
6022,89612326,15.820312,-29.82786,259.677569,-86.250525,0,0.1046,0.108,0.0142,38.4943,0.018,42
6023,89613764,29.355469,-9.896853,168.13547,-66.784544,0,0.2547,0.5317,0.4061,42.4216,0.019,42
6027,89745225,167.519531,-15.404094,269.863463,40.869716,0,0.0,0.0,0.0,,0.053,16
6030,89853309,306.5625,-20.902014,23.227542,-29.795722,0,0.1063,0.104,0.0126,38.4066,0.053,42
6031,89872627,238.886719,-27.615883,345.548328,19.643563,0,0.0,0.0,0.0,,0.109,16
6032,89908996,197.402344,-35.318771,307.106586,27.405638,0,0.1616,0.1789,0.0164,39.6876,0.047,42
6033,89910561,232.382812,-41.212543,332.293234,12.47488,0,0.0,0.0,0.0,,0.142,16
6037,89974418,211.059784,-55.873348,313.072165,5.558475,0,0.1394,0.1419,0.1044,39.1338,0.355,62
6039,89996660,129.023438,-4.031936,229.310509,21.063349,0,0.2024,1.0978,0.3056,44.3508,0.028,42
6041,90047765,143.613281,-1.790785,236.18445,34.50373,0,0.0,0.0,0.0,,0.029,16
6049,90164039,87.714844,-31.388166,236.639209,-25.847677,0,0.1012,0.0986,0.0177,38.2817,0.03,62
6050,90180482,336.621094,-31.03924,17.084298,-58.229737,0,0.0906,2.1043,0.5907,46.0922,0.011,62
6052,90193248,76.816406,-34.953865,238.086256,-35.556236,0,0.2634,2.9456,1.0392,46.9783,0.017,42
6053,90198283,354.375,-21.221792,48.254094,-72.15519,0,0.0833,0.08,0.0143,37.8005,0.024,62
6059,90314147,67.851562,-10.04835,205.703228,-35.612812,0,0.0,0.0,0.0,,0.053,16
6064,90390292,306.386719,-7.180756,37.291209,-24.172263,0,0.0,0.0,0.0,,0.035,16
6068,90509277,323.613281,-1.193748,53.159345,-36.183035,0,0.178,2.443,0.5156,46.4869,0.047,62
6071,90539476,194.936981,-45.389202,304.461226,17.457869,0,0.1064,2.2821,0.448,46.3071,0.078,42
6073,90575107,155.390625,-23.806295,264.055822,27.529953,0,1.1976,1.1354,0.1097,44.4414,0.04,88
6077,90663647,156.739136,-51.449459,281.283285,5.245603,0,0.1998,0.2118,0.5429,40.0954,0.307,42
6081,90768535,155.917969,-7.782714,251.897636,40.017571,0,0.197,0.2069,0.0437,40.039,0.044,62
6082,90778992,150.996094,-41.41119,272.244692,11.272752,0,0.0,0.0,0.0,,0.129,16
6083,90795265,129.023438,-33.331287,254.154962,4.434923,0,0.1177,0.0978,1.0979,38.2642,0.263,42
6084,90799016,170.15625,-27.447618,279.319888,31.226828,0,0.0427,0.0369,0.0188,36.053,0.051,62
6086,90857932,116.367188,2.537361,216.877696,13.171291,0,0.1754,0.1647,0.232,39.4892,0.036,42
6095,91074470,193.535156,0.895283,304.460058,63.759011,0,0.0,0.0,0.0,,0.016,16
6099,91252100,63.814655,-46.571846,252.987444,-45.770642,0,0.1377,2.3976,1.2146,46.4375,0.012,42
6104,91343957,110.917969,-19.78805,234.1361,-2.118966,0,0.0,0.0,0.0,,0.659,16
6106,91420500,330.820312,-11.872187,45.684442,-47.787059,0,0.0,0.0,0.0,,0.037,16
6112,91581101,277.734375,-35.501846,358.782457,-11.541624,0,0.5667,0.1954,0.251,39.8998,0.1,42
6113,91610803,307.792969,-41.41119,359.762022,-35.661754,0,0.7993,0.8839,0.0416,43.7693,0.033,88
6120,91732512,224.296875,-17.739365,340.676043,35.754223,0,0.0896,0.1095,0.4839,38.5265,0.095,42
6122,91759166,307.441406,-36.423573,5.747713,-34.655829,0,0.1455,0.1598,0.0181,39.4162,0.041,42
6126,91836004,88.417969,-22.669609,227.850985,-22.367851,0,0.2702,0.2645,0.0144,40.6413,0.034,42
6128,91861189,197.226562,-6.729813,310.679638,55.878933,0,0.0,0.0,0.0,,0.036,16
6129,91900996,195.46875,-28.801123,305.69053,34.014714,0,0.0,0.0,0.0,,0.07,16
6130,91930831,262.617188,-6.729813,17.285224,14.617825,0,0.0,0.0,0.0,,0.677,16
6136,92053866,18.808594,-20.74238,164.595684,-81.615917,0,0.0,0.0,0.0,,0.014,16
6138,92114915,9.695122,-43.804489,310.822023,-73.129329,0,0.2469,0.2567,0.0111,40.5671,0.006,62
6139,92115051,37.617188,-14.323464,188.889024,-63.620663,0,0.2055,0.196,0.0135,39.9071,0.017,42
6141,92243968,209.882812,-32.619843,319.163668,28.096574,0,0.8818,0.8875,0.0168,43.7803,0.061,88
6144,92254052,66.269531,-27.953188,226.951213,-43.028041,0,0.0,0.0,0.0,,0.038,16
6149,92330883,337.5,-33.331287,12.68701,-58.979204,0,0.2122,0.2128,0.0083,40.1071,0.011,42
6150,92332602,336.796875,-28.461132,21.987136,-58.189569,0,0.1539,0.1773,0.0271,39.6656,0.015,42
6152,92364022,273.152863,-61.001064,333.295142,-19.030471,0,0.0,0.0,0.0,,0.087,16
6153,92401308,164.707031,-39.065495,280.168515,18.777592,0,0.0,0.0,0.0,,0.087,16
6155,92435141,134.824219,-3.583322,232.233938,26.214771,0,0.0,0.0,0.0,,0.015,16
6160,92602382,293.378906,-1.790785,36.158283,-10.174943,0,0.0,0.0,0.0,,0.264,16
6161,92674135,116.560974,-51.836418,264.863445,-13.194564,0,0.0,0.0,0.0,,0.229,16
6162,92728380,274.394531,-39.450893,353.983399,-10.869793,0,1.6494,1.5324,0.1365,45.2464,0.085,88
6163,92758794,256.640625,-11.567418,9.779858,17.084237,0,0.0,0.0,0.0,,0.5,16
6166,92798777,14.238281,-24.95302,152.899546,-87.496801,0,0.5988,0.5701,0.0178,42.6047,0.026,88
6167,92801741,113.90625,-27.784405,242.476547,-3.536534,0,0.0,0.0,0.0,,0.677,16
6169,92829168,350.507812,-2.537361,78.081817,-57.405117,0,0.0701,0.1093,0.0203,38.522,0.037,42
6171,92845579,122.14286,-54.916332,269.276039,-11.783045,0,0.0759,0.1055,0.6471,38.4391,0.298,42
6173,92865174,92.285156,-15.094787,221.970453,-16.047429,0,0.1499,2.392,1.2083,46.4313,0.314,88
6178,92961569,266.077972,-49.31284,342.301679,-10.267505,0,0.0,0.0,0.0,,0.136,16
6181,92994438,156.972656,-3.583322,248.885293,43.720318,0,0.0,0.0,0.0,,0.034,16
6188,93271095,184.21875,-34.409527,294.867994,27.920452,0,0.0,0.0,0.0,,0.051,16
6194,93459448,204.257812,-9.745426,321.167241,51.504809,0,2.1561,2.376,0.4273,46.4136,0.033,88
6196,93673446,190.764709,-42.010422,301.266708,20.834232,0,0.1159,0.1042,0.0138,38.4099,0.083,42
6197,93682013,344.003906,-39.450893,358.325882,-63.07945,0,0.2068,0.188,0.0203,39.8066,0.011,42
6198,93686217,179.824219,-17.582775,285.678986,43.535336,0,0.2424,0.2098,0.9897,40.0728,0.038,42
6201,93721842,164.707031,-36.79533,279.091609,20.809109,0,0.0,0.0,0.0,,0.058,16
6203,93741151,296.191406,-33.510056,6.478935,-25.014947,0,0.242,0.2662,0.015,40.6574,0.17,42
6205,93756669,18.632812,-16.801838,151.4752,-78.373139,0,0.9098,0.9193,0.0526,43.8746,0.02,42
6206,93762121,217.679428,-51.062042,318.415269,8.800621,0,0.0,0.0,0.0,,0.341,16
6208,93784919,273.691406,-0.298417,28.455488,8.014628,0,0.0,0.0,0.0,,0.678,16
6212,93858430,174.158661,-51.255806,291.178749,9.900887,0,0.4676,0.4622,0.0084,42.0569,0.161,88
6214,93866109,356.484375,-36.609226,354.501028,-73.208295,0,0.1118,0.259,0.472,40.5893,0.012,62
6215,93880415,66.796875,-34.048595,235.319329,-43.582193,0,0.4384,0.4473,0.0154,41.972,0.025,88
6217,93923383,56.601562,-34.048595,234.404564,-52.003946,0,0.1291,0.1876,0.1288,39.8019,0.008,42
6218,93971222,243.105469,-17.270004,356.460455,24.086277,0,0.2373,0.2696,0.0195,40.6889,0.225,42
6220,94021808,15.117188,-11.567418,131.129217,-74.295256,0,0.1548,0.1574,0.0133,39.38,0.026,42
6221,94028932,136.230469,-10.806923,239.669062,23.28879,0,0.0,0.0,0.0,,0.036,16
6222,94066636,28.29114,-45.586655,273.355893,-67.834732,0,0.2466,0.5164,0.1384,42.3454,0.014,62
6224,94081343,267.411499,-47.749653,344.126175,-10.26104,0,0.0,0.0,0.0,,0.119,16
6226,94116568,189.492188,-40.817047,300.184284,21.982832,0,0.3145,0.2671,0.027,40.6656,0.104,42
6227,94127773,134.648438,-31.563116,255.726127,9.253422,0,0.0,0.0,0.0,,0.277,16
6232,94309126,219.902344,-12.941632,339.601538,42.099963,0,0.5264,0.5534,0.0793,42.5267,0.057,88
6234,94314733,287.578125,-31.914005,5.524394,-17.649918,0,0.0,0.0,0.0,,0.077,16
6236,94344279,22.851562,-29.142223,228.135268,-80.964628,0,0.6086,0.5975,0.0081,42.7278,0.013,42
6238,94374358,238.710938,-29.82786,343.847973,18.117662,0,0.4687,0.4337,0.0233,41.8926,0.135,42
6242,94419268,297.085297,-50.67416,347.785626,-29.428102,0,0.1203,0.1167,1.1778,38.6741,0.036,42
6244,94488708,219.550781,-36.053589,325.989097,21.992636,0,0.1512,0.1894,0.0157,39.825,0.073,62
6245,94514485,206.542969,-11.71976,323.582515,48.944957,0,0.333,0.3458,0.0066,41.3137,0.053,42
6247,94621519,4.042969,-29.656013,12.81545,-81.845247,0,0.6398,0.6099,0.0182,42.7824,0.018,42
6250,94661251,230.976562,-9.140394,353.815147,38.233881,0,0.1348,0.1481,0.9653,39.2352,0.092,42
6251,94676718,76.289062,-32.619843,235.167791,-35.528002,0,0.2473,0.2458,0.0071,40.4605,0.014,42
6252,94693432,76.113281,-29.656013,231.589183,-35.007368,0,0.5506,0.5317,0.0118,42.4216,0.016,88
6253,94701441,179.296875,3.433834,271.904659,62.990134,0,0.0,0.0,0.0,,0.03,16
6255,94730957,11.425781,-30.345182,323.935386,-86.54628,0,0.3326,0.3337,0.0095,41.2232,0.018,42
6259,94888304,316.40625,-28.801123,17.038097,-40.591596,0,0.1416,2.5371,1.0564,46.5866,0.077,62
6260,94896507,110.917969,2.089372,214.751384,8.123282,0,0.0,0.0,0.0,,0.196,16
6261,94924634,154.335938,-14.940303,256.584906,33.723665,0,0.328,0.2601,0.0566,40.5998,0.087,62
6267,95049915,140.976562,-16.49037,247.639648,23.411603,0,0.0,0.0,0.0,,0.045,16
6268,95054565,193.481018,-45.586655,303.387461,17.282894,0,0.3689,0.4566,0.0751,42.0253,0.093,62
6269,95110246,56.317364,-59.109406,272.19287,-46.300357,0,0.137,0.134,0.0249,38.9997,0.023,42
6272,95127051,320.273438,-26.777105,20.707758,-43.485823,0,0.0925,0.1092,0.4048,38.519,0.055,62
6274,95159385,278.299194,-44.20153,350.79817,-15.496329,0,0.0,0.0,0.0,,0.092,16
6279,95246740,187.315277,-52.222923,299.481058,10.500169,0,0.0,0.0,0.0,,0.162,16
6281,95317623,95.097656,-3.583322,212.593659,-8.537789,0,0.0,0.0,0.0,,0.279,16
6282,95326729,236.425781,-2.388015,4.863276,38.704638,0,0.5345,0.6216,0.0362,42.8323,0.16,42
6283,95336452,63.984375,-0.74606,193.503209,-34.365394,0,0.1719,0.1804,0.5357,39.7065,0.083,62
6285,95373927,354.726562,-27.447618,27.621844,-73.896143,0,0.226,0.2335,0.023,40.334,0.014,42
6289,95450752,246.269531,-15.713861,359.89291,22.779453,0,0.0888,0.1766,0.2892,39.6565,0.62,62
6291,95499260,80.099998,-62.3204,271.692068,-34.314771,0,0.0,0.0,0.0,,0.04,16
6294,95595375,156.269531,-24.296478,265.111398,27.624852,0,0.0,0.0,0.0,,0.046,16
6295,95600283,158.378906,-13.86195,259.380338,37.086551,0,0.0845,0.1037,0.0165,38.3994,0.064,42
6296,95669793,242.929688,-30.17244,346.360747,15.347043,0,0.067,0.0704,0.011,37.5099,0.205,42
6299,95734686,264.718323,-50.285809,340.99803,-10.003159,0,0.334,0.3228,0.0135,41.1396,0.136,42
6300,95735933,169.628906,-5.379379,264.81988,50.487148,0,0.1351,2.5169,1.1692,46.5655,0.032,42
6303,95810605,258.925781,3.284369,24.596947,22.741907,0,0.0975,0.0977,0.0155,38.2616,0.147,42
6305,95878899,280.940369,-49.31284,346.506541,-19.046372,0,0.0,0.0,0.0,,0.049,16
6308,95894937,326.777344,-33.152889,12.729598,-50.013392,0,0.0,0.0,0.0,,0.036,16
6312,95984651,26.367188,-23.806295,200.680067,-77.368301,0,0.2319,0.2348,0.018,40.3474,0.011,88
6313,96211803,58.005779,-57.970295,270.156076,-46.011662,0,1.3634,1.389,0.0824,44.9829,0.02,88
6315,96233651,74.355469,-22.346588,222.507617,-34.48518,0,0.0,0.0,0.0,,0.033,16
6320,96298291,160.208328,-49.702389,282.306589,7.86663,0,0.0,0.0,0.0,,0.342,16
6322,96403793,358.066406,1.790785,94.351935,-57.759792,0,0.1225,0.0911,0.0139,38.1001,0.019,62
6323,96448300,214.821426,-42.609806,319.6956,17.384329,0,0.1092,0.0854,0.7333,37.9501,0.079,62
6330,96620553,108.984375,-36.238361,248.114391,-11.125747,0,0.0,0.0,0.0,,0.212,16
6332,96664331,216.428574,-46.768478,319.263078,13.092048,0,0.0,0.0,0.0,,0.11,16
6336,96728510,74.53125,-33.689194,236.113146,-37.180115,0,0.0,0.0,0.0,,0.021,16
6338,96761640,34.764706,-42.010422,258.351682,-66.738648,0,0.0,0.0,0.0,,0.01,16
6347,97100885,172.265625,-3.433834,266.71227,53.54349,0,0.3655,0.3741,0.2926,41.5136,0.044,42
6352,97128504,119.355469,0.298417,220.350075,14.778447,0,0.407,2.9956,0.9308,47.0223,0.036,42
6353,97130922,118.229813,-60.245399,273.044847,-16.188226,0,0.1544,0.2062,0.0347,40.0301,0.164,62
6358,97285127,182.087631,-53.956783,296.549902,8.380193,0,0.0,0.0,0.0,,0.152,16
6361,97293261,87.1875,-14.940303,219.702204,-20.47773,0,0.0695,0.0729,0.0212,37.5889,0.115,42
6368,97442088,172.441406,-6.579593,269.576842,50.925794,0,0.0,0.0,0.0,,0.032,16
6369,97459034,265.957031,1.492246,26.409712,15.696681,0,0.0,0.0,0.0,,0.276,16
6370,97529236,162.246094,-29.313198,273.213707,26.399544,0,0.7455,0.9213,0.2996,43.8804,0.05,88
6371,97538098,117.070312,-4.031936,223.146233,10.712541,0,0.2088,2.7808,1.3336,46.8275,0.062,42
6373,97546811,138.515625,-37.732746,262.524704,7.541599,0,1.2335,1.2188,0.0379,44.6318,0.231,88
6375,97614844,264.519226,-61.189777,331.24803,-15.342407,0,0.116,0.0919,0.0168,38.1209,0.06,62
6377,97688882,286.347656,-30.0,6.966129,-15.955249,0,1.4485,1.4701,0.068,45.1351,0.105,88
6380,97742269,112.5,-16.49037,231.950659,0.772334,0,0.0,0.0,0.0,,1.011,16
6381,97759814,346.640625,-31.213543,16.509807,-66.801578,0,0.1649,0.1676,0.0145,39.5306,0.019,42
6383,97766291,354.375,-6.729813,78.85576,-63.086764,0,0.2595,0.2411,0.0392,40.4125,0.03,62
6384,97792190,124.101562,-15.868921,237.097223,10.689071,0,0.0,0.0,0.0,,0.061,16
6385,97835848,160.394196,-44.796005,279.993692,12.214542,0,0.0601,0.0664,0.0172,37.3748,0.153,42
6387,97895407,318.515625,-28.461132,18.002736,-42.329664,0,0.1849,0.1975,0.0719,39.9253,0.074,42
6391,97998269,20.968586,-54.532822,292.905187,-61.959471,0,0.5743,0.537,0.1879,42.4476,0.02,42
6392,98038305,286.875,-19.629557,16.960832,-12.232728,0,0.0,0.0,0.0,,0.117,16
6395,98154518,336.445312,-4.031936,60.066295,-48.288445,0,0.0,0.0,0.0,,0.055,16
6396,98167067,240.117188,-20.582914,351.698021,23.901829,0,0.0,0.0,0.0,,0.201,16
6397,98191793,136.40625,-24.788561,251.434331,14.792921,0,0.0,0.0,0.0,,0.186,16
6398,98224913,30.234375,-18.052954,187.01793,-71.599276,0,0.0747,0.1204,0.5694,38.7473,0.021,42
6400,98261512,204.433594,-37.544327,312.993797,24.42122,0,0.0776,0.0705,0.0083,37.5108,0.054,42
6402,98299516,225.351562,1.044512,358.491039,49.363964,0,0.1393,0.1433,0.0222,39.1575,0.038,42
6406,98357025,57.128906,-30.691587,229.052257,-51.330615,0,0.2496,0.2374,0.1334,40.3751,0.008,42
6408,98377483,46.582031,-6.279288,186.058749,-51.782414,0,0.5528,0.5145,0.3426,42.3358,0.061,88
6409,98448729,281.074219,-41.0145,354.671247,-16.159882,0,0.2416,0.3602,0.3113,41.4171,0.066,42
6410,98462441,223.417969,-10.199918,345.537853,42.339253,0,0.0674,0.0733,0.81,37.6002,0.067,62
6413,98504357,252.949219,-4.181528,14.288691,24.164393,0,0.0,0.0,0.0,,0.198,16
6415,98510065,140.976562,-12.177298,243.97422,26.156107,0,0.0,0.0,0.0,,0.039,16
6416,98544910,293.986786,-47.55368,350.880274,-26.897427,0,0.5864,0.6012,0.0098,42.7444,0.059,88
6423,98800009,300.058594,-33.152889,7.879717,-28.014202,0,0.1845,0.1918,0.0133,39.855,0.125,62
6427,98840050,231.328125,-31.563116,337.47317,20.796631,0,0.1445,0.6334,0.5288,42.8821,0.168,62
6432,99041421,119.355469,-27.953188,245.043913,0.543437,0,0.0,0.0,0.0,,0.542,16
6433,99108245,114.082031,-12.635625,229.308942,3.971971,0,0.0,0.0,0.0,,0.214,16
6434,99114952,106.875,-33.689194,245.010403,-11.599664,0,0.1481,0.1336,0.0543,38.9918,0.117,42
6437,99173112,129.726562,-9.745426,234.849578,18.615561,0,0.0,0.0,0.0,,0.036,16
6444,99368145,193.009476,-50.67416,303.029179,12.197474,0,0.251,0.2132,0.1006,40.1118,0.159,62
6452,99538591,288.457031,-5.67919,30.398796,-7.55669,0,0.0741,0.0672,0.0411,37.4026,0.458,62
6456,99638726,87.363281,-20.105511,224.882396,-22.335933,0,0.0,0.0,0.0,,0.047,16
6459,99715839,193.710938,-3.732834,304.587945,59.127962,0,0.2516,0.6131,0.0808,42.7959,0.016,42
6461,99755210,292.402588,-46.768478,351.477007,-25.676582,0,0.335,0.3838,1.3144,41.5785,0.06,42
6462,99761129,148.710938,-33.331287,265.576861,16.439368,0,0.137,0.1482,0.5025,39.2367,0.08,42
6464,99801307,103.007812,-33.331287,243.323177,-14.396369,0,0.1817,0.2059,0.0231,40.0273,0.212,42
6467,99854578,167.695312,-7.933337,264.544713,47.296863,0,2.2077,2.2921,0.0933,46.3186,0.044,88
6468,99863752,156.09375,-20.902014,262.607631,30.222538,0,0.3627,0.3457,0.8947,41.3126,0.061,42
6469,99886885,132.539062,-6.429418,233.503457,22.758298,0,0.2017,0.2048,0.0218,40.0141,0.02,42
6470,99906386,322.734375,-35.136116,9.413083,-46.806299,0,0.8695,0.827,0.032,43.5912,0.054,88
6473,100012747,191.342972,-44.597992,301.794893,18.260363,0,0.1198,0.5838,0.7348,42.6669,0.077,62
6474,100017743,329.457825,-43.207821,356.634391,-51.581863,0,0.1397,0.1927,0.0347,39.8663,0.013,42
6476,100045757,298.300781,-23.969482,17.048477,-23.688794,0,0.4808,0.4823,0.0222,42.1675,0.109,88
6479,100122518,346.992188,-21.863451,39.882029,-65.926701,0,0.0,0.0,0.0,,0.024,16
6483,100185188,88.769531,-28.29155,233.711115,-24.010205,0,1.05,1.0094,0.0486,44.1255,0.031,88
6484,100229335,32.871094,-37.92165,250.677348,-70.038161,0,1.679,1.8891,0.0951,45.8054,0.011,88
6486,100413487,251.367188,-30.865255,350.845628,9.505547,0,0.0,0.0,0.0,,0.347,16
6487,100426880,221.308594,-41.0145,325.001458,16.929882,0,0.066,0.0415,0.0183,36.3155,0.101,42
6489,100433423,11.601562,-7.331168,119.252402,-70.16696,0,0.0,0.0,0.0,,0.042,16
6494,100577197,322.03125,-26.110529,22.110924,-44.86744,0,0.0,0.0,0.0,,0.038,16
6495,100588254,265.605469,-2.089372,22.971172,14.310585,0,0.2715,0.3525,1.016,41.3622,0.282,42
6501,100789268,324.667969,-0.596842,54.504772,-36.728358,0,0.2362,0.2941,0.0199,40.9056,0.048,42
6504,100874766,129.375,1.342993,224.47206,24.073265,0,0.3084,2.9786,0.9096,47.0074,0.042,62
6505,100890774,90.0,-1.044512,207.934067,-11.908868,0,0.2594,0.3265,0.8153,41.1685,0.431,42
6511,101125840,46.40625,-35.136116,236.954291,-60.344896,0,0.2399,0.2461,0.0067,40.463,0.013,42
6512,101133992,309.550781,-27.953188,16.266192,-34.532228,0,0.0,0.0,0.0,,0.05,16
6513,101241553,183.867188,-10.655059,288.734657,51.222466,0,0.0839,0.0787,0.0103,37.7642,0.057,42
6514,101244973,171.5625,-4.331149,266.510509,52.411004,0,0.0,0.0,0.0,,0.048,16
6516,101310071,157.851562,-15.868921,260.450586,35.20481,0,0.1959,2.5961,1.1838,46.647,0.063,42
6518,101323749,331.875,0.74606,61.412071,-41.747294,0,0.3009,0.2986,0.0027,40.9437,0.048,62
6519,101326940,207.246094,-32.089951,316.888566,29.217422,0,0.2346,0.4624,0.1337,42.0578,0.043,42
6523,101441464,122.695312,-9.140394,230.505702,13.045614,0,0.0,0.0,0.0,,0.116,16
6530,101595704,181.230469,-7.481631,283.248995,53.603054,0,0.1373,0.1858,0.0238,39.7778,0.032,42
6532,101619848,118.652344,-26.610098,243.571418,0.705888,0,0.0,0.0,0.0,,0.471,16
6534,101633495,78.75,-9.745426,210.835904,-25.815987,0,0.0,0.0,0.0,,0.144,16
6535,101637641,75.761719,-16.957764,217.023069,-31.383722,0,0.2234,0.3986,0.9135,41.6752,0.061,42
6539,101712254,292.5,-20.902014,17.966511,-17.572736,0,0.4892,0.4793,0.0199,42.1512,0.074,42
6544,101796890,294.75,-56.637199,340.816452,-28.795517,0,0.2983,2.6155,1.1566,46.6666,0.044,62
6546,101816124,71.71875,-3.134927,200.60331,-28.979585,0,0.7765,0.8949,0.0412,43.8023,0.042,88
6549,101898318,90.175781,-27.615883,233.468406,-22.613851,0,0.0,0.0,0.0,,0.026,16
6552,101990451,144.492188,-20.582914,253.378684,23.154734,0,0.4756,0.487,0.0338,42.1924,0.053,42
6555,102024375,270.351562,1.044512,28.099951,11.597132,0,0.0,0.0,0.0,,0.302,16
6556,102043319,303.398438,-4.331149,38.577737,-20.230134,0,0.0,0.0,0.0,,0.204,16
6558,102093938,83.496094,-14.169522,217.387427,-23.436113,0,0.4858,0.4628,0.0401,42.0602,0.124,42
6559,102096317,179.472656,-20.74238,286.412597,40.405463,0,0.1426,0.1657,0.0166,39.5032,0.041,42
6560,102134564,43.769531,-9.594068,187.817626,-55.986373,0,0.137,0.1577,1.0996,39.3853,0.04,62
6563,102219985,66.621094,-10.806923,205.887586,-37.033305,0,0.1896,0.1789,0.0135,39.687,0.058,62
